"story.number","actual.world","explanation","model"
2,". > .","A because B",0.00418612301273898
2,"> > .","A because B",0.806511767148264
2,"< > .","A because B",0.981280316265451
2,". > .","B because A",0.00418612301273853
2,"> > .","B because A",0.981280316265451
2,"< > .","B because A",0.806511767148272
2,"> . .","C because B",0.00224255205455453
2,"> > .","C because B",0.973616421111347
2,"> < .","C because B",0.78050605009801
2,"> . .","B because C",0.0465768297004322
2,"> > .","B because C",0.88863328108351
2,"> < .","B because C",0.0465768297004222
2,"> > .","C because A",0.981357090371979
2,". . .","C because A",0.00420361706904738
2,". > .","C because A",0.0463028682975068
2,"> . .","C because A",0.0042036170690429
2,"> . <","C because A",0.807164455386086
2,". > <","C because A",0.888019556189853
2,". . <","C because A",0.807164455385945
2,". > >","C because A",0.0463028682974542
2,"> . >","C because A",0.981357090371979
2,". . >","C because A",0.981357090371979
2,"> > .","A because C",0.388323751368918
2,". . .","A because C",0.00444357620212621
2,". > .","A because C",0.0033784784513451
2,"> . .","A because C",0.00444357620212476
2,"> . <","A because C",0.982350238794203
2,". > <","A because C",0.982350238794203
2,". . <","A because C",0.9823502387942
2,". > >","A because C",0.842847301355592
2,"> . >","A because C",0.815694448943432
2,". . >","A because C",0.815694448943339
2,". < .","C because B",0.745830084725504
2,". < .","B because C",0.981469939881948
